NAICSIO,Industry Title,NAICS2012,Proportion
448000,Clothing and clothing accessories stores,448130,1
448000,Clothing and clothing accessories stores,448140,1
448000,Clothing and clothing accessories stores,448150,1
448000,Clothing and clothing accessories stores,448190,1
448000,Clothing and clothing accessories stores,448210,1
448000,Clothing and clothing accessories stores,448310,1
448000,Clothing and clothing accessories stores,448320,1
452000,General merchandise stores,452111,1
452000,General merchandise stores,452112,1
452000,General merchandise stores,452910,1
452000,General merchandise stores,452990,1
454000,Nonstore retailers,454111,1
454000,Nonstore retailers,454112,1
454000,Nonstore retailers,454113,1
454000,Nonstore retailers,454210,1
454000,Nonstore retailers,454310,1
454000,Nonstore retailers,454390,1
481000,Air transportation,481111,1
481000,Air transportation,481112,1
481000,Air transportation,481211,1
481000,Air transportation,481212,1
481000,Air transportation,481219,1
482000,Rail transportation,482111,1
482000,Rail transportation,482112,1
483000,Water transportation,483111,1
483000,Water transportation,483112,1
483000,Water transportation,483113,1
483000,Water transportation,483114,1
483000,Water transportation,483211,1
483000,Water transportation,483212,1
484000,Truck transportation,484110,1
484000,Truck transportation,484121,1
484000,Truck transportation,484122,1
484000,Truck transportation,484210,1
484000,Truck transportation,484220,1
484000,Truck transportation,484230,1
485000,Transit and ground passenger transportation,485111,1
485000,Transit and ground passenger transportation,485112,1
485000,Transit and ground passenger transportation,485113,1
485000,Transit and ground passenger transportation,485119,1
485000,Transit and ground passenger transportation,485210,1
485000,Transit and ground passenger transportation,485310,1
485000,Transit and ground passenger transportation,485320,1
485000,Transit and ground passenger transportation,485410,1
485000,Transit and ground passenger transportation,485510,1
485000,Transit and ground passenger transportation,485991,1
485000,Transit and ground passenger transportation,485999,1
486000,Pipeline transportation,486110,1
486000,Pipeline transportation,486210,1
486000,Pipeline transportation,486910,1
486000,Pipeline transportation,486990,1
48A000,Scenic and sightseeing transportation and support activities,487110,1
48A000,Scenic and sightseeing transportation and support activities,487210,1
48A000,Scenic and sightseeing transportation and support activities,487990,1
48A000,Scenic and sightseeing transportation and support activities,488111,1
48A000,Scenic and sightseeing transportation and support activities,488119,1
48A000,Scenic and sightseeing transportation and support activities,488190,1
48A000,Scenic and sightseeing transportation and support activities,488210,1
48A000,Scenic and sightseeing transportation and support activities,488310,1
48A000,Scenic and sightseeing transportation and support activities,488320,1
48A000,Scenic and sightseeing transportation and support activities,488330,1
48A000,Scenic and sightseeing transportation and support activities,488390,1
48A000,Scenic and sightseeing transportation and support activities,488410,1
48A000,Scenic and sightseeing transportation and support activities,488490,1
48A000,Scenic and sightseeing transportation and support activities,488510,1
48A000,Scenic and sightseeing transportation and support activities,488991,1
48A000,Scenic and sightseeing transportation and support activities,488999,1
491000,Postal service,491110,1
492000,Couriers and messengers,492110,1
492000,Couriers and messengers,492210,1
493000,Warehousing and storage,493110,1
493000,Warehousing and storage,493120,1
493000,Warehousing and storage,493130,1
493000,Warehousing and storage,493190,1
4B0000,All other retail,442110,1
4B0000,All other retail,442210,1
4B0000,All other retail,442291,1
4B0000,All other retail,442299,1
4B0000,All other retail,443141,1
4B0000,All other retail,443142,1
4B0000,All other retail,451110,1
4B0000,All other retail,451120,1
4B0000,All other retail,451130,1
4B0000,All other retail,451140,1
4B0000,All other retail,451211,1
4B0000,All other retail,451212,1
4B0000,All other retail,453110,1
4B0000,All other retail,453210,1
4B0000,All other retail,453220,1
4B0000,All other retail,453310,1
4B0000,All other retail,453910,1
4B0000,All other retail,453920,1
4B0000,All other retail,453930,1
4B0000,All other retail,453991,1
4B0000,All other retail,453998,1
511110,Newspaper publishers,511110,1
511120,Periodical publishers,511120,1
511130,Book publishers,511130,1
5111A0,"Directory, mailing list, and other publishers",511140,1
5111A0,"Directory, mailing list, and other publishers",511191,1
5111A0,"Directory, mailing list, and other publishers",511199,1
511200,Software publishers,511210,1
512100,Motion picture and video industries,512110,1
512100,Motion picture and video industries,512120,1
512100,Motion picture and video industries,512131,1
512100,Motion picture and video industries,512132,1
512100,Motion picture and video industries,512191,1
512100,Motion picture and video industries,512199,1
512200,Sound recording industries,512210,1
512200,Sound recording industries,512220,1
512200,Sound recording industries,512230,1
512200,Sound recording industries,512240,1
512200,Sound recording industries,512290,1
515100,Radio and television broadcasting,515111,1
515100,Radio and television broadcasting,515112,1
515100,Radio and television broadcasting,515120,1
515200,Cable and other subscription programming,515210,1
517110,Wired telecommunications carriers,517110,1
517210,Wireless telecommunications carriers (except satellite),517210,1
517A00,"Satellite, telecommunications resellers, and all other telecommunications",517410,1
517A00,"Satellite, telecommunications resellers, and all other telecommunications",517911,1
517A00,"Satellite, telecommunications resellers, and all other telecommunications",517919,1
518200,"Data processing, hosting, and related services",518210,1
519130,Internet publishing and broadcasting and Web search portals,519130,1
5191A0,"News syndicates, libraries, archives and all other information services",519110,1
5191A0,"News syndicates, libraries, archives and all other information services",519120,1
5191A0,"News syndicates, libraries, archives and all other information services",519190,1
522A00,Nondepository credit intermediation and related activities,522210,1
522A00,Nondepository credit intermediation and related activities,522220,1
522A00,Nondepository credit intermediation and related activities,522291,1
522A00,Nondepository credit intermediation and related activities,522292,1
522A00,Nondepository credit intermediation and related activities,522293,1
522A00,Nondepository credit intermediation and related activities,522294,1
522A00,Nondepository credit intermediation and related activities,522298,1
522A00,Nondepository credit intermediation and related activities,522310,1
522A00,Nondepository credit intermediation and related activities,522320,1
522A00,Nondepository credit intermediation and related activities,522390,1
523900,Other financial investment activities,523910,1
523900,Other financial investment activities,523920,1
523900,Other financial investment activities,523930,1
523900,Other financial investment activities,523991,1
523900,Other financial investment activities,523999,1
523A00,Securities and commodity contracts intermediation and brokerage,523110,1
523A00,Securities and commodity contracts intermediation and brokerage,523120,1
523A00,Securities and commodity contracts intermediation and brokerage,523130,1
523A00,Securities and commodity contracts intermediation and brokerage,523140,1
523A00,Securities and commodity contracts intermediation and brokerage,523210,1
524113,Direct life insurance carriers,524113,1
5241XX,"Insurance carriers, except direct life",524114,1
5241XX,"Insurance carriers, except direct life",524126,1
5241XX,"Insurance carriers, except direct life",524127,1
5241XX,"Insurance carriers, except direct life",524128,1
5241XX,"Insurance carriers, except direct life",524130,1
524200,"Insurance agencies, brokerages, and related activities",524210,1
524200,"Insurance agencies, brokerages, and related activities",524291,1
524200,"Insurance agencies, brokerages, and related activities",524292,1
524200,"Insurance agencies, brokerages, and related activities",524298,1
525000,"Funds, trusts, and other financial vehicles",525110,1
525000,"Funds, trusts, and other financial vehicles",525120,1
525000,"Funds, trusts, and other financial vehicles",525190,1
525000,"Funds, trusts, and other financial vehicles",525910,1
525000,"Funds, trusts, and other financial vehicles",525920,1
525000,"Funds, trusts, and other financial vehicles",525990,1
52A000,Monetary authorities and depository credit intermediation,521110,1
52A000,Monetary authorities and depository credit intermediation,522110,1
52A000,Monetary authorities and depository credit intermediation,522120,1
52A000,Monetary authorities and depository credit intermediation,522130,1
52A000,Monetary authorities and depository credit intermediation,522190,1
531HST,Tenant-occupied housing,531110,1
531HST,Tenant-occupied housing,531311,1
531ORE,Other real estate,531120,1
531ORE,Other real estate,531130,1
531ORE,Other real estate,531190,1
531ORE,Other real estate,531210,1
531ORE,Other real estate,531312,1
531ORE,Other real estate,531320,1
531ORE,Other real estate,531390,1
532100,Automotive equipment rental and leasing,532111,1
532100,Automotive equipment rental and leasing,532112,1
532100,Automotive equipment rental and leasing,532120,1
532400,Commercial and industrial machinery and equipment rental and leasing,532411,1
532400,Commercial and industrial machinery and equipment rental and leasing,532412,1
532400,Commercial and industrial machinery and equipment rental and leasing,532420,1
532400,Commercial and industrial machinery and equipment rental and leasing,532490,1
532A00,General and consumer goods rental,532210,1
532A00,General and consumer goods rental,532220,1
532A00,General and consumer goods rental,532230,1
532A00,General and consumer goods rental,532291,1
532A00,General and consumer goods rental,532292,1
532A00,General and consumer goods rental,532299,1
532A00,General and consumer goods rental,532310,1
533000,Lessors of nonfinancial intangible assets,533110,1
541100,Legal services,541110,1
541100,Legal services,541120,1
541100,Legal services,541191,1
541100,Legal services,541199,1
541200,"Accounting, tax preparation, bookkeeping, and payroll services",541211,1
541200,"Accounting, tax preparation, bookkeeping, and payroll services",541213,1
541200,"Accounting, tax preparation, bookkeeping, and payroll services",541214,1
541200,"Accounting, tax preparation, bookkeeping, and payroll services",541219,1
541300,"Architectural, engineering, and related services",541310,1
541300,"Architectural, engineering, and related services",541320,1
541300,"Architectural, engineering, and related services",541330,1
541300,"Architectural, engineering, and related services",541340,1
541300,"Architectural, engineering, and related services",541350,1
541300,"Architectural, engineering, and related services",541360,1
541300,"Architectural, engineering, and related services",541370,1
541300,"Architectural, engineering, and related services",541380,1
541400,Specialized design services,541410,1
541400,Specialized design services,541420,1
541400,Specialized design services,541430,1
541400,Specialized design services,541490,1
541511,Custom computer programming services,541511,1
541512,Computer systems design services,541512,1
54151A,"Other computer related services, including facilities management",541513,1
54151A,"Other computer related services, including facilities management",541519,1
541610,Management consulting services,541611,1
541610,Management consulting services,541612,1
541610,Management consulting services,541613,1
541610,Management consulting services,541614,1
541610,Management consulting services,541618,1
5416A0,Environmental and other technical consulting services,541620,1
5416A0,Environmental and other technical consulting services,541690,1
541700,Scientific research and development services,541711,1
541700,Scientific research and development services,541712,1
541700,Scientific research and development services,541720,1
541800,"Advertising, public relations, and related services",541810,1
541800,"Advertising, public relations, and related services",541820,1
541800,"Advertising, public relations, and related services",541830,1
541800,"Advertising, public relations, and related services",541840,1
541800,"Advertising, public relations, and related services",541850,1
541800,"Advertising, public relations, and related services",541860,1
541800,"Advertising, public relations, and related services",541870,1
541800,"Advertising, public relations, and related services",541890,1
541920,Photographic services,541921,1
541920,Photographic services,541922,1
541940,Veterinary services,541940,1
5419A0,"All other miscellaneous professional, scientific, and technical services",541910,1
5419A0,"All other miscellaneous professional, scientific, and technical services",541930,1
5419A0,"All other miscellaneous professional, scientific, and technical services",541990,1
550000,Management of companies and enterprises,551111,1
550000,Management of companies and enterprises,551112,1
550000,Management of companies and enterprises,551114,1
561100,Office administrative services,561110,1
561200,Facilities support services,561210,1
561300,Employment services,561311,1
561300,Employment services,561312,1
561300,Employment services,561320,1
561300,Employment services,561330,1
561400,Business support services,561410,1
561400,Business support services,561421,1
561400,Business support services,561422,1
561400,Business support services,561431,1
561400,Business support services,561439,1
561400,Business support services,561440,1
561400,Business support services,561450,1
561400,Business support services,561491,1
561400,Business support services,561492,1
561400,Business support services,561499,1
561500,Travel arrangement and reservation services,561510,1
561500,Travel arrangement and reservation services,561520,1
561500,Travel arrangement and reservation services,561591,1
561500,Travel arrangement and reservation services,561599,1
561600,Investigation and security services,561611,1
561600,Investigation and security services,561612,1
561600,Investigation and security services,561613,1
561600,Investigation and security services,561621,1
561600,Investigation and security services,561622,1
561700,Services to buildings and dwellings,561710,1
561700,Services to buildings and dwellings,561720,1
561700,Services to buildings and dwellings,561730,1
561700,Services to buildings and dwellings,561740,1
561700,Services to buildings and dwellings,561790,1
561900,Other support services,561910,1
561900,Other support services,561920,1
561900,Other support services,561990,1
562000,Waste management and remediation services,562111,1
562000,Waste management and remediation services,562112,1
562000,Waste management and remediation services,562119,1
562000,Waste management and remediation services,562211,1
562000,Waste management and remediation services,562212,1
562000,Waste management and remediation services,562213,1
562000,Waste management and remediation services,562219,1
562000,Waste management and remediation services,562910,1
562000,Waste management and remediation services,562920,1
562000,Waste management and remediation services,562991,1
562000,Waste management and remediation services,562998,1
611100,Elementary and secondary schools,611110,1
611A00,"Junior colleges, colleges, universities, and professional schools",611210,1
611A00,"Junior colleges, colleges, universities, and professional schools",611310,1
611B00,Other educational services,611410,1
611B00,Other educational services,611420,1
611B00,Other educational services,611430,1
611B00,Other educational services,611511,1
611B00,Other educational services,611512,1
611B00,Other educational services,611513,1
611B00,Other educational services,611519,1
611B00,Other educational services,611610,1
611B00,Other educational services,611620,1
611B00,Other educational services,611630,1
611B00,Other educational services,611691,1
611B00,Other educational services,611692,1
611B00,Other educational services,611699,1
611B00,Other educational services,611710,1
621100,Offices of physicians,621111,1
621100,Offices of physicians,621112,1
621200,Offices of dentists,621210,1
621300,Offices of other health practitioners,621310,1
621300,Offices of other health practitioners,621320,1
621300,Offices of other health practitioners,621330,1
621300,Offices of other health practitioners,621340,1
621300,Offices of other health practitioners,621391,1
621300,Offices of other health practitioners,621399,1
621400,Outpatient care centers,621410,1
621400,Outpatient care centers,621420,1
621400,Outpatient care centers,621491,1
621400,Outpatient care centers,621492,1
621400,Outpatient care centers,621493,1
621400,Outpatient care centers,621498,1
621500,Medical and diagnostic laboratories,621511,1
621500,Medical and diagnostic laboratories,621512,1
621600,Home health care services,621610,1
621900,Other ambulatory health care services,621910,1
621900,Other ambulatory health care services,621991,1
621900,Other ambulatory health care services,621999,1
622000,Hospitals,622110,1
622000,Hospitals,622210,1
622000,Hospitals,622310,1
623A00,Nursing and community care facilities,623110,1
623A00,Nursing and community care facilities,623311,1
623A00,Nursing and community care facilities,623312,1
623B00,"Residential mental health, substance abuse, and other residential care facilities",623210,1
623B00,"Residential mental health, substance abuse, and other residential care facilities",623220,1
623B00,"Residential mental health, substance abuse, and other residential care facilities",623990,1
624100,Individual and family services,624110,1
624100,Individual and family services,624120,1
624100,Individual and family services,624190,1
624400,Child day care services,624410,1
624A00,"Community food, housing, and other relief services, including vocational rehabilitation services",624210,1
624A00,"Community food, housing, and other relief services, including vocational rehabilitation services",624221,1
624A00,"Community food, housing, and other relief services, including vocational rehabilitation services",624229,1
624A00,"Community food, housing, and other relief services, including vocational rehabilitation services",624230,1
624A00,"Community food, housing, and other relief services, including vocational rehabilitation services",624310,1
711100,Performing arts companies,711110,1
711100,Performing arts companies,711120,1
711100,Performing arts companies,711130,1
711100,Performing arts companies,711190,1
711200,Spectator sports,711211,1
711200,Spectator sports,711212,1
711200,Spectator sports,711219,1
711500,"Independent artists, writers, and performers",711510,1
711A00,Promoters of performing arts and sports and agents for public figures,711310,1
711A00,Promoters of performing arts and sports and agents for public figures,711320,1
711A00,Promoters of performing arts and sports and agents for public figures,711410,1
712000,"Museums, historical sites, zoos, and parks",712110,1
712000,"Museums, historical sites, zoos, and parks",712120,1
712000,"Museums, historical sites, zoos, and parks",712130,1
712000,"Museums, historical sites, zoos, and parks",712190,1
713100,Amusement parks and arcades,713110,1
713100,Amusement parks and arcades,713120,1
713200,Gambling industries (except casino hotels),713210,1
713200,Gambling industries (except casino hotels),713290,1
713900,Other amusement and recreation industries,713910,1
713900,Other amusement and recreation industries,713920,1
713900,Other amusement and recreation industries,713930,1
713900,Other amusement and recreation industries,713940,1
713900,Other amusement and recreation industries,713950,1
713900,Other amusement and recreation industries,713990,1
721000,Accommodation,721110,1
721000,Accommodation,721120,1
721000,Accommodation,721191,1
721000,Accommodation,721199,1
721000,Accommodation,721211,1
721000,Accommodation,721214,1
721000,Accommodation,721310,1
722110,Full-service restaurants,722511,1
722211,Limited-service restaurants,722513,1
722A00,All other food and drinking places,722310,1
722A00,All other food and drinking places,722320,1
722A00,All other food and drinking places,722330,1
722A00,All other food and drinking places,722410,1
722A00,All other food and drinking places,722514,1
722A00,All other food and drinking places,722515,1
811100,Automotive repair and maintenance (including car washes),811111,1
811100,Automotive repair and maintenance (including car washes),811112,1
811100,Automotive repair and maintenance (including car washes),811113,1
811100,Automotive repair and maintenance (including car washes),811118,1
811100,Automotive repair and maintenance (including car washes),811121,1
811100,Automotive repair and maintenance (including car washes),811122,1
811100,Automotive repair and maintenance (including car washes),811191,1
811100,Automotive repair and maintenance (including car washes),811192,1
811100,Automotive repair and maintenance (including car washes),811198,1
811200,Electronic and precision equipment repair and maintenance,811211,1
811200,Electronic and precision equipment repair and maintenance,811212,1
811200,Electronic and precision equipment repair and maintenance,811213,1
811200,Electronic and precision equipment repair and maintenance,811219,1
811300,Commercial and industrial machinery and equipment repair and maintenance,811310,1
811400,Personal and household goods repair and maintenance,811411,1
811400,Personal and household goods repair and maintenance,811412,1
811400,Personal and household goods repair and maintenance,811420,1
811400,Personal and household goods repair and maintenance,811430,1
811400,Personal and household goods repair and maintenance,811490,1
812100,Personal care services,812111,1
812100,Personal care services,812112,1
812100,Personal care services,812113,1
812100,Personal care services,812191,1
812100,Personal care services,812199,1
812200,Death care services,812210,1
812200,Death care services,812220,1
812300,Dry-cleaning and laundry services,812310,1
812300,Dry-cleaning and laundry services,812320,1
812300,Dry-cleaning and laundry services,812331,1
812300,Dry-cleaning and laundry services,812332,1
812900,Other personal services,812910,1
812900,Other personal services,812921,1
812900,Other personal services,812922,1
812900,Other personal services,812930,1
812900,Other personal services,812990,1
813100,Religious organizations,813110,1
813A00,"Grantmaking, giving, and social advocacy organizations",813211,1
813A00,"Grantmaking, giving, and social advocacy organizations",813212,1
813A00,"Grantmaking, giving, and social advocacy organizations",813219,1
813A00,"Grantmaking, giving, and social advocacy organizations",813311,1
813A00,"Grantmaking, giving, and social advocacy organizations",813312,1
813A00,"Grantmaking, giving, and social advocacy organizations",813319,1
813B00,"Civic, social, professional, and similar organizations",813410,1
813B00,"Civic, social, professional, and similar organizations",813910,1
813B00,"Civic, social, professional, and similar organizations",813920,1
813B00,"Civic, social, professional, and similar organizations",813930,1
813B00,"Civic, social, professional, and similar organizations",813940,1
813B00,"Civic, social, professional, and similar organizations",813990,1
814000,Private households,814110,1
